EALoadLoop.thisRepN,EALoadLoop.thisTrialN,EALoadLoop.thisN,EALoadLoop.thisIndex,EncLoadLoop.thisRepN,EncLoadLoop.thisTrialN,EncLoadLoop.thisN,EncLoadLoop.thisIndex,IALoadLoop.thisRepN,IALoadLoop.thisTrialN,IALoadLoop.thisN,IALoadLoop.thisIndex,RetLoadLoop.thisRepN,RetLoadLoop.thisTrialN,RetLoadLoop.thisN,RetLoadLoop.thisIndex,EAPractice2Trials.thisRepN,EAPractice2Trials.thisTrialN,EAPractice2Trials.thisN,EAPractice2Trials.thisIndex,IAPractice2Trials.thisRepN,IAPractice2Trials.thisTrialN,IAPractice2Trials.thisN,IAPractice2Trials.thisIndex,EncPractice2Trials.thisRepN,EncPractice2Trials.thisTrialN,EncPractice2Trials.thisN,EncPractice2Trials.thisIndex,RetPractice2Trials.thisRepN,RetPractice2Trials.thisTrialN,RetPractice2Trials.thisN,RetPractice2Trials.thisIndex,Blocks40.thisRepN,Blocks40.thisTrialN,Blocks40.thisN,Blocks40.thisIndex,EATrialsBlocks40.thisRepN,EATrialsBlocks40.thisTrialN,EATrialsBlocks40.thisN,EATrialsBlocks40.thisIndex,EncTrialsBlocks40.thisRepN,EncTrialsBlocks40.thisTrialN,EncTrialsBlocks40.thisN,EncTrialsBlocks40.thisIndex,IATrialsBlocks40.thisRepN,IATrialsBlocks40.thisTrialN,IATrialsBlocks40.thisN,IATrialsBlocks40.thisIndex,RetTrialsBlocks40.thisRepN,RetTrialsBlocks40.thisTrialN,RetTrialsBlocks40.thisN,RetTrialsBlocks40.thisIndex,Blocks10.thisRepN,Blocks10.thisTrialN,Blocks10.thisN,Blocks10.thisIndex,EATrialsBlocks10.thisRepN,EATrialsBlocks10.thisTrialN,EATrialsBlocks10.thisN,EATrialsBlocks10.thisIndex,EncTrialsBlocks10.thisRepN,EncTrialsBlocks10.thisTrialN,EncTrialsBlocks10.thisN,EncTrialsBlocks10.thisIndex,IATrialsBlocks10.thisRepN,IATrialsBlocks10.thisTrialN,IATrialsBlocks10.thisN,IATrialsBlocks10.thisIndex,RetTrialsBlocks10.thisRepN,RetTrialsBlocks10.thisTrialN,RetTrialsBlocks10.thisN,RetTrialsBlocks10.thisIndex,welcomeText.started,welcomeKey.started,welcomeKey.keys,welcomeKey.rt,welcomeText2.started,welcomeKey2.started,welcomeKey2.keys,welcomeKey2.rt,EAPracticeText1.started,EAPracticeText2.started,EAPracticeRespText.started,EAPracticeKey.started,EAPracticeKey.keys,EAPracticeKey.rt,EAPractice2Text.started,EAPractice2Key.started,EAPractice2Key.keys,EAPractice2Key.rt,corr_key,stim_name,magnitude,stim_spec,num_big,EAPractice1Text1.started,EAPractice1Stim.started,EAPractice1Resp.started,EAPractice1Text2.started,EAPractice1Resp.keys,EAPractice1Resp.corr,EAPractice1Resp.rt,EAPostPractice1Text.started,EAPostPractice1Resp.started,EAPostPractice1Resp.keys,EAPostPractice1Resp.rt,FixCross.started,FixCross.stopped,EATrialText1.started,EATrialStim.started,EATrialText2.started,EATrialResp.started,EATrialText2.stopped,EATrialResp.stopped,EATrialResp.keys,EATrialResp.corr,EATrialResp.rt,EAPracticeEndText.started,EAPracticeEndKey.started,EAPracticeEndKey.keys,EAPracticeEndKey.rt,IAPracticeInstructions1Text1.started,IAPracticeInstructions1Text2.started,IAPracticeInstructions1RespText.started,IAPracticeInstructions1Resp.started,IAPracticeInstructions1Resp.keys,IAPracticeInstructions1Resp.rt,IAPracticeInstructions2Text.started,IAPracticeInstructions2Resp.started,IAPracticeInstructions2Resp.keys,IAPracticeInstructions2Resp.rt,has_neg,IAPractice1Stim.started,IAPractice1Resp.started,IAPractice1Text1.started,IAPractice1Resp.keys,IAPractice1Resp.corr,IAPractice1Resp.rt,IAPractice1Feedback.started,IAPostPractice1Resp.started,IAPostPractice1Resp.keys,IAPostPractice1Resp.rt,IATrialStim.started,IATrialRespText.started,IATrialResp.started,IATrialResp.keys,IATrialResp.corr,IATrialResp.rt,IATrialRespText.stopped,IATrialResp.stopped,IAPracticeEndText.started,IAPracticeEndResp.started,IAPracticeEndResp.keys,IAPracticeEndResp.rt,EncPracticeInstructionsText1.started,EncPracticeInstructionsText2.started,EncPracticeInstructionsRespText.started,EncPracticeInstructionsResp.started,EncPracticeInstructionsResp.keys,EncPracticeInstructionsResp.rt,EncPracticeInstructions2Text.started,EncPracticeInstructions2Resp.started,EncPracticeInstructions2Resp.keys,EncPracticeInstructions2Resp.rt,EncPractice1Stim.started,EncPractice1Resp.started,EncPractice1RespText.started,EncPractice1Resp.keys,EncPractice1Resp.corr,EncPractice1Resp.rt,EncPractice1Feedback.started,EncPractice1FeedbackResp.started,EncPractice1FeedbackResp.keys,EncPractice1FeedbackResp.rt,EncImage.started,EncTrialRespText.started,EncTrialResp.started,EncTrialRespText.stopped,EncTrialResp.stopped,EncTrialResp.keys,EncTrialResp.corr,EncTrialResp.rt,EncPracticeEndText.started,EncPracticeEndResp.started,EncPracticeEndResp.keys,EncPracticeEndResp.rt,RetPracticeInstructionsText1.started,RetPracticeInstructionsText2.started,RetPracticeInstructionsResp.started,RetPracticeInstructions1Berry.started,RetPracticeInstructions1Question.started,RetPracticeInstructions1Truck.started,RetPracticeInstructions1House.started,RetPracticeInstructionsNumGuide1.started,RetPracticeInstructionsNumGuide2.started,RetPracticeInstructionsNumGuide3.started,RetPracticeInstructionsNumGuide4.started,RetPracticeInstructionsResp.keys,RetPracticeInstructionsResp.rt,RetPracticeInstructions2Text.started,RetPracticeInstructions2Resp.started,RetPracticeInstructions2Resp.keys,RetPracticeInstructions2Resp.rt,enc_stimname,RetPractice1Stim.started,RetPractice1Resp.started,RetPractice1Berry.started,RetPractice1Question.started,RetPractice1Truck.started,RetPractice1House.started,RetPractice1Resp.keys,RetPractice1Resp.corr,RetPractice1Resp.rt,RetPostPractice1Text.started,RetPostPractice1Resp.started,RetPostPractice1Resp.keys,RetPostPractice1Resp.rt,RetTrialStim.started,RetTrialResp.started,RetTrialQuestion.started,RetTrialBerry.started,RetTrialTruck.started,RetTrialHouse.started,RetTrialResp.stopped,RetTrialQuestion.stopped,RetTrialBerry.stopped,RetTrialTruck.stopped,RetTrialHouse.stopped,RetTrialResp.keys,RetTrialResp.corr,RetTrialResp.rt,RetPracticeEndText.started,RetPracticeEndResp.started,RetPracticeEndResp.keys,RetPracticeEndResp.rt,EATaskInstructionsText1.started,EATaskInstructionsText2.started,EncTaskInstructionsText1.started,EncTaskInstructionsText2.started,EncTaskInstructionsText1.stopped,EncTaskInstructionsText2.stopped,IATaskInstructionsText1.started,IATaskInstructionsText2.started,RetTaskInstructionsText1.started,RetTaskInstructionsText2.started,RetTaskInstructionsText1.stopped,RetTaskInstructionsText2.stopped,Block1EndText.started,Block1EndText.stopped,EATaskInstructionsText1.stopped,EATaskInstructionsText2.stopped,Block2BreakText.started,Block2BreakKey.started,Block2BreakKey.keys,Block2BreakKey.rt,Block2EndText.started,Block2EndText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Encod_Stim.184.jpeg,,building,,,,,,,,,,,,,1295.9143578609999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296.465186762,1297.899763642,1297.899763642,1299.400634917,1299.400634917,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Encod_Stim.198.jpeg,,building,,,,,,,,,,,,,1299.417972231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299.96755865,1301.403789257,1301.403789257,1302.905010033,1302.905010033,4,1,0.6227133290000779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Encod_Stim.016.jpeg,,fruit,,,,,,,,,,,,,1302.9219765789999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303.4719514629999,1304.9075209349999,1304.9075209349999,1306.409266255,1306.409266255,2,1,0.3747261620000586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Encod_Stim.148.jpeg,,vehicle,,,,,,,,,,,,,1306.42565476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306.9936050219999,1308.3949616329999,1308.3949616329999,1309.895837072,1309.895837072,4,1,0.039809572000137905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.033.jpeg,2,addadd,,,,,,,,,,,,,1324.912303991,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1325.4804785259998,1326.897021839,1326.897021839,4,1,1.3302564680001865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1309.912766379,1309.912766379,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.259.jpeg,6,subsub,,,,,,,,,,,,,1328.249949499,1328.800840898,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1328.800840898,1330.2355917329999,1330.2355917329999,4,1,1.15914124700015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.102.jpeg,2,addsub,,,,,,,,,,,,,1331.419627646,1332.103100214,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1332.103100214,1333.405862094,1333.405862094,4,1,0.5970338839999272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.197.jpeg,1,subadd,,,,,,,,,,,,,1334.0223765629999,1334.5739136539999,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1334.5739136539999,1336.008507868,1336.008507868,3,0,0.6586013539999271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,InternTask.025.jpeg,6,addadd,,,,,,,,,,,,,1336.691979163,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1337.243116061,1338.677444849,1338.677444849,1,0,0.20531834800016213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,InternTask.077.jpeg,1,addsub,,,,,,,,,,,,,1338.911714077,1339.462445178,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1339.462445178,1340.897197094,1340.897197094,1,0,0.5050424929999622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,InternTask.139.jpeg,0,addsub,,,,,,,,,,,,,1341.429760477,1341.965219318,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1341.965219318,1343.416472373,1343.416472373,4,0,1.0826059059999693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,InternTask.143.jpeg,0,addsub,,,,,,,,,,,,,1344.517211741,1345.085735205,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1345.085735205,1346.5026015009998,1346.5026015009998,3,1,0.23628500600005964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,InternTask.210.jpeg,0,subadd,,,,,,,,,,,,,1346.769773325,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1347.3045933199999,1348.755169524,1348.755169524,3,1,0.3199052379999898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.119.jpeg,1,addsub,,,,,,,,,,,,,1349.105614993,1349.65703433,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1349.65703433,1351.091225745,1351.091225745,4,1,0.33582980800014184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.190.jpeg,12,subadd,,,,,,,,,,,,,1351.458528033,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1352.010170072,1353.444574139,1353.444574139,4,1,0.5735228420000453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,InternTask.247.jpeg,1,subsub,,,,,,,,,,,,,1354.043805887,1354.59606981,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1354.59606981,1356.030758336,1356.030758336,1,0,0.9961650790000363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.187.jpeg,9,subadd,,,,,,,,,,,,,1357.048326242,1357.597817378,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1357.597817378,1359.033985519,1359.033985519,4,1,0.4725305619999176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.123.jpeg,1,addsub,,,,,,,,,,,,,1359.534169606,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1360.085513361,1361.5198899099998,1361.5198899099998,4,1,1.0347464580001429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.183.jpeg,25,subadd,,,,,,,,,,,,,1362.586507779,1363.138547135,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1363.138547135,1364.5734838619999,1364.5734838619999,4,1,0.49288315500001545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.181.jpeg,14,subadd,,,,,,,,,,,,,1365.08993042,1365.6417731029999,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1365.6417731029999,1367.0762433769999,1367.0762433769999,4,1,0.8142876189999129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.177.jpeg,5,subadd,,,,,,,,,,,,,1367.910258354,1368.460814754,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1368.460814754,1369.8958945289999,1369.8958945289999,4,1,0.7783655170000543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,InternTask.250.jpeg,1,subsub,,,,,,,,,,,,,1370.6965642989999,1371.229725787,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1371.229725787,1372.6826040649999,1372.6826040649999,1,0,1.3047242990000427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,InternTask.246.jpeg,3,subsub,,,,,,,,,,,,,1374.0167586799998,1374.550901074,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1374.550901074,1376.0026865529999,1376.0026865529999,None,0,,1377.504491249,1377.504491249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,InternTask.127.jpeg,0,addsub,,,,,,,,,,,,,1377.520909992,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1378.071964509,1379.506606097,1379.506606097,3,1,0.20087439799993945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,InternTask.205.jpeg,0,subadd,,,,,,,,,,,,,1379.72317585,1380.307823586,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1380.307823586,1381.708972445,1381.708972445,3,1,0.2622741189999829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,InternTask.202.jpeg,0,subadd,,,,,,,,,,,,,1381.991155612,1382.526414555,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1382.526414555,1383.994573012,1383.994573012,3,1,0.07251719700019521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,InternTask.230.jpeg,2,subsub,,,,,,,,,,,,,1384.093280346,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1384.64454987,1386.079882878,1386.079882878,1,0,0.8844237659999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,InternTask.296.jpeg,0,subsub,,,,,,,,,,,,,1386.981295457,1387.532213924,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1387.532213924,1388.9668059389999,1388.9668059389999,None,0,,1390.468740018,1390.468740018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2025-02-21_10h02.10.840,RetGoals_V1,2022.2.4,59.9935698891801,
