EALoadLoop.thisRepN,EALoadLoop.thisTrialN,EALoadLoop.thisN,EALoadLoop.thisIndex,EncLoadLoop.thisRepN,EncLoadLoop.thisTrialN,EncLoadLoop.thisN,EncLoadLoop.thisIndex,IALoadLoop.thisRepN,IALoadLoop.thisTrialN,IALoadLoop.thisN,IALoadLoop.thisIndex,RetLoadLoop.thisRepN,RetLoadLoop.thisTrialN,RetLoadLoop.thisN,RetLoadLoop.thisIndex,EAPractice2Trials.thisRepN,EAPractice2Trials.thisTrialN,EAPractice2Trials.thisN,EAPractice2Trials.thisIndex,IAPractice2Trials.thisRepN,IAPractice2Trials.thisTrialN,IAPractice2Trials.thisN,IAPractice2Trials.thisIndex,EncPractice2Trials.thisRepN,EncPractice2Trials.thisTrialN,EncPractice2Trials.thisN,EncPractice2Trials.thisIndex,RetPractice2Trials.thisRepN,RetPractice2Trials.thisTrialN,RetPractice2Trials.thisN,RetPractice2Trials.thisIndex,Blocks40.thisRepN,Blocks40.thisTrialN,Blocks40.thisN,Blocks40.thisIndex,EATrialsBlocks40.thisRepN,EATrialsBlocks40.thisTrialN,EATrialsBlocks40.thisN,EATrialsBlocks40.thisIndex,EncTrialsBlocks40.thisRepN,EncTrialsBlocks40.thisTrialN,EncTrialsBlocks40.thisN,EncTrialsBlocks40.thisIndex,IATrialsBlocks40.thisRepN,IATrialsBlocks40.thisTrialN,IATrialsBlocks40.thisN,IATrialsBlocks40.thisIndex,RetTrialsBlocks40.thisRepN,RetTrialsBlocks40.thisTrialN,RetTrialsBlocks40.thisN,RetTrialsBlocks40.thisIndex,Blocks10.thisRepN,Blocks10.thisTrialN,Blocks10.thisN,Blocks10.thisIndex,EATrialsBlocks10.thisRepN,EATrialsBlocks10.thisTrialN,EATrialsBlocks10.thisN,EATrialsBlocks10.thisIndex,EncTrialsBlocks10.thisRepN,EncTrialsBlocks10.thisTrialN,EncTrialsBlocks10.thisN,EncTrialsBlocks10.thisIndex,IATrialsBlocks10.thisRepN,IATrialsBlocks10.thisTrialN,IATrialsBlocks10.thisN,IATrialsBlocks10.thisIndex,RetTrialsBlocks10.thisRepN,RetTrialsBlocks10.thisTrialN,RetTrialsBlocks10.thisN,RetTrialsBlocks10.thisIndex,welcomeText.started,welcomeKey.started,welcomeKey.keys,welcomeKey.rt,welcomeText2.started,welcomeKey2.started,welcomeKey2.keys,welcomeKey2.rt,EAPracticeText1.started,EAPracticeText2.started,EAPracticeRespText.started,EAPracticeKey.started,EAPracticeKey.keys,EAPracticeKey.rt,EAPractice2Text.started,EAPractice2Key.started,EAPractice2Key.keys,EAPractice2Key.rt,corr_key,stim_name,magnitude,stim_spec,num_big,EAPractice1Text1.started,EAPractice1Stim.started,EAPractice1Resp.started,EAPractice1Text2.started,EAPractice1Resp.keys,EAPractice1Resp.corr,EAPractice1Resp.rt,EAPostPractice1Text.started,EAPostPractice1Resp.started,EAPostPractice1Resp.keys,EAPostPractice1Resp.rt,FixCross.started,FixCross.stopped,EATrialText1.started,EATrialStim.started,EATrialText2.started,EATrialResp.started,EATrialText2.stopped,EATrialResp.stopped,EATrialResp.keys,EATrialResp.corr,EATrialResp.rt,EAPracticeEndText.started,EAPracticeEndKey.started,EAPracticeEndKey.keys,EAPracticeEndKey.rt,IAPracticeInstructions1Text1.started,IAPracticeInstructions1Text2.started,IAPracticeInstructions1RespText.started,IAPracticeInstructions1Resp.started,IAPracticeInstructions1Resp.keys,IAPracticeInstructions1Resp.rt,IAPracticeInstructions2Text.started,IAPracticeInstructions2Resp.started,IAPracticeInstructions2Resp.keys,IAPracticeInstructions2Resp.rt,has_neg,IAPractice1Stim.started,IAPractice1Resp.started,IAPractice1Text1.started,IAPractice1Resp.keys,IAPractice1Resp.corr,IAPractice1Resp.rt,IAPractice1Feedback.started,IAPostPractice1Resp.started,IAPostPractice1Resp.keys,IAPostPractice1Resp.rt,IATrialStim.started,IATrialRespText.started,IATrialResp.started,IATrialResp.keys,IATrialResp.corr,IATrialResp.rt,IATrialRespText.stopped,IATrialResp.stopped,IAPracticeEndText.started,IAPracticeEndResp.started,IAPracticeEndResp.keys,IAPracticeEndResp.rt,EncPracticeInstructionsText1.started,EncPracticeInstructionsText2.started,EncPracticeInstructionsRespText.started,EncPracticeInstructionsResp.started,EncPracticeInstructionsResp.keys,EncPracticeInstructionsResp.rt,EncPracticeInstructions2Text.started,EncPracticeInstructions2Resp.started,EncPracticeInstructions2Resp.keys,EncPracticeInstructions2Resp.rt,EncPractice1Stim.started,EncPractice1Resp.started,EncPractice1RespText.started,EncPractice1Resp.keys,EncPractice1Resp.corr,EncPractice1Resp.rt,EncPractice1Feedback.started,EncPractice1FeedbackResp.started,EncPractice1FeedbackResp.keys,EncPractice1FeedbackResp.rt,EncImage.started,EncTrialRespText.started,EncTrialResp.started,EncTrialRespText.stopped,EncTrialResp.stopped,EncTrialResp.keys,EncTrialResp.corr,EncTrialResp.rt,EncPracticeEndText.started,EncPracticeEndResp.started,EncPracticeEndResp.keys,EncPracticeEndResp.rt,RetPracticeInstructionsText1.started,RetPracticeInstructionsText2.started,RetPracticeInstructionsResp.started,RetPracticeInstructions1Berry.started,RetPracticeInstructions1Question.started,RetPracticeInstructions1Truck.started,RetPracticeInstructions1House.started,RetPracticeInstructionsNumGuide1.started,RetPracticeInstructionsNumGuide2.started,RetPracticeInstructionsNumGuide3.started,RetPracticeInstructionsNumGuide4.started,RetPracticeInstructionsResp.keys,RetPracticeInstructionsResp.rt,RetPracticeInstructions2Text.started,RetPracticeInstructions2Resp.started,RetPracticeInstructions2Resp.keys,RetPracticeInstructions2Resp.rt,enc_stimname,RetPractice1Stim.started,RetPractice1Resp.started,RetPractice1Berry.started,RetPractice1Question.started,RetPractice1Truck.started,RetPractice1House.started,RetPractice1Resp.keys,RetPractice1Resp.corr,RetPractice1Resp.rt,RetPostPractice1Text.started,RetPostPractice1Resp.started,RetPostPractice1Resp.keys,RetPostPractice1Resp.rt,RetTrialStim.started,RetTrialResp.started,RetTrialQuestion.started,RetTrialBerry.started,RetTrialTruck.started,RetTrialHouse.started,RetTrialResp.stopped,RetTrialQuestion.stopped,RetTrialBerry.stopped,RetTrialTruck.stopped,RetTrialHouse.stopped,RetTrialResp.keys,RetTrialResp.corr,RetTrialResp.rt,RetPracticeEndText.started,RetPracticeEndResp.started,RetPracticeEndResp.keys,RetPracticeEndResp.rt,EATaskInstructionsText1.started,EATaskInstructionsText2.started,EATaskInstructionsText1.stopped,EATaskInstructionsText2.stopped,EncTaskInstructionsText1.started,EncTaskInstructionsText2.started,IATaskInstructionsText1.started,IATaskInstructionsText2.started,RetTaskInstructionsText1.started,RetTaskInstructionsText2.started,Block1EndText.started,EncTaskInstructionsText1.stopped,EncTaskInstructionsText2.stopped,RetTaskInstructionsText1.stopped,RetTaskInstructionsText2.stopped,Block1EndText.stopped,Block2BreakText.started,Block2BreakKey.started,Block2BreakKey.keys,Block2BreakKey.rt,Block2EndText.started,Block2EndText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_104.jpg,,fruit,,,,,,,,,,,,,889.1653141749999,889.6816470370001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.104.jpeg,,,,,,,,,,,,,,889.6816470370001,891.1512092300001,891.1512092300001,891.1512092300001,891.1512092300001,891.1512092300001,,,,,,1,0,0.35901897200017174,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_219.jpg,,fruit,,,,,,,,,,,,,891.5342807640001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.219.jpeg,,,,,,,,,,,,,,892.067576242,893.5204940340001,893.5204940340001,893.5204940340001,893.5204940340001,893.5204940340001,,,,,,1,0,1.0369934000001422,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_251.jpg,,building,,,,,,,,,,,,,894.5885763309999,895.1376720719999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.251.jpeg,,,,,,,,,,,,,,895.1376720719999,896.5738464770001,896.5738464770001,896.5738464770001,896.5738464770001,896.5738464770001,,,,,,2,0,1.2649203700001408,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_266.jpg,,building,,,,,,,,,,,,,897.857349167,898.3924818080001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.266.jpeg,,,,,,,,,,,,,,898.3924818080001,899.844103838,899.844103838,899.844103838,899.844103838,899.844103838,,,,,,1,0,1.1061771030002774,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_186.jpg,,building,,,,,,,,,,,,,900.978671494,901.512843674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.186.jpeg,,,,,,,,,,,,,,901.512843674,902.9642458100001,902.9642458100001,902.9642458100001,902.9642458100001,902.9642458100001,,,,,,3,0,0.3464377700000796,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_203.jpg,,fruit,,,,,,,,,,,,,903.3304484629999,903.84854362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.203.jpeg,,,,,,,,,,,,,,903.84854362,905.316899128,905.316899128,905.316899128,905.316899128,905.316899128,,,,,,1,0,0.29757486800019706,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_8.jpg,,fruit,,,,,,,,,,,,,905.6338370289999,906.183494582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.008.jpeg,,,,,,,,,,,,,,906.183494582,907.6195834439999,907.6195834439999,907.6195834439999,907.6195834439999,907.6195834439999,,,,,,3,0,0.7470964170000798,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_162.jpg,,vehicle,,,,,,,,,,,,,908.3868173110001,908.921053548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.162.jpeg,,,,,,,,,,,,,,908.921053548,910.3724144859999,910.3724144859999,910.3724144859999,910.3724144859999,910.3724144859999,,,,,,1,0,0.34576687399987804,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_282.jpg,,vehicle,,,,,,,,,,,,,910.739378048,911.273591154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.282.jpeg,,,,,,,,,,,,,,911.273591154,912.724980262,912.724980262,912.724980262,912.724980262,912.724980262,,,,,,1,0,0.2661588869999605,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_161.jpg,,vehicle,,,,,,,,,,,,,913.0085878009999,913.524622777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.161.jpeg,,,,,,,,,,,,,,913.524622777,914.9942481009999,914.9942481009999,914.9942481009999,914.9942481009999,914.9942481009999,,,,,,2,0,0.8753920620000599,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_40.jpg,,vehicle,,,,,,,,,,,,,915.8948057050001,916.4456464149999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.040.jpeg,,,,,,,,,,,,,,916.4456464149999,917.8805778309999,917.8805778309999,917.8805778309999,917.8805778309999,917.8805778309999,,,,,,4,0,0.39721167300001525,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_98.jpg,,building,,,,,,,,,,,,,918.2977053640001,918.8138032129999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.098.jpeg,,,,,,,,,,,,,,918.8138032129999,920.2832437829999,920.2832437829999,920.2832437829999,920.2832437829999,920.2832437829999,,,,,,4,1,0.2999574840001742,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_255.jpg,,building,,,,,,,,,,,,,920.599219631,921.116306714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.255.jpeg,,,,,,,,,,,,,,921.116306714,922.585796318,922.585796318,922.585796318,922.585796318,922.585796318,,,,,,1,0,0.7167479910002612,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_292.jpg,,vehicle,,,,,,,,,,,,,923.3199004709999,923.85271157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.292.jpeg,,,,,,,,,,,,,,923.85271157,925.304993333,925.304993333,925.304993333,925.304993333,925.304993333,,,,,,3,0,0.40474104900010843,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_106.jpg,,fruit,,,,,,,,,,,,,925.7392881239999,926.288690494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.106.jpeg,,,,,,,,,,,,,,926.288690494,927.7248734010001,927.7248734010001,927.7248734010001,927.7248734010001,927.7248734010001,,,,,,1,0,0.44101724700010436,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_285.jpg,,vehicle,,,,,,,,,,,,,928.191937721,928.708946951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.285.jpeg,,,,,,,,,,,,,,928.708946951,930.1777161050001,930.1777161050001,930.1777161050001,930.1777161050001,930.1777161050001,,,,,,2,0,0.3401448930002289,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_290.jpg,,vehicle,,,,,,,,,,,,,930.5444015300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.290.jpeg,,,,,,,,,,,,,,931.0606156059999,932.5300818719999,932.5300818719999,932.5300818719999,932.5300818719999,932.5300818719999,,,,,,4,1,1.1879445880000503,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_18.jpg,,fruit,,,,,,,,,,,,,933.746581381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.018.jpeg,,,,,,,,,,,,,,934.2808225,935.7336275679999,935.7336275679999,935.7336275679999,935.7336275679999,935.7336275679999,,,,,,1,0,0.2886413570000741,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_5.jpg,,fruit,,,,,,,,,,,,,936.0506457949999,936.5666921829999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.005.jpeg,,,,,,,,,,,,,,936.5666921829999,938.03631882,938.03631882,938.03631882,938.03631882,938.03631882,,,,,,3,0,0.9938632270001335,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_59.jpg,,vehicle,,,,,,,,,,,,,939.0534724759999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.059.jpeg,,,,,,,,,,,,,,939.6048781819999,941.0394851919999,941.0394851919999,941.0394851919999,941.0394851919999,941.0394851919999,942.5399111799999,942.5399111799999,942.5399111799999,942.5399111799999,942.5399111799999,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_157.jpg,,vehicle,,,,,,,,,,,,,942.557269642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.157.jpeg,,,,,,,,,,,,,,943.0921591349999,944.5434162600001,944.5434162600001,944.5434162600001,944.5434162600001,944.5434162600001,,,,,,4,0,0.7261673160002147,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_284.jpg,,vehicle,,,,,,,,,,,,,945.294029107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.284.jpeg,,,,,,,,,,,,,,945.827198173,947.2798251589999,947.2798251589999,947.2798251589999,947.2798251589999,947.2798251589999,,,,,,2,0,0.3742070160002413,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_89.jpg,,building,,,,,,,,,,,,,947.679865425,948.196190649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.089.jpeg,,,,,,,,,,,,,,948.196190649,949.6656994409999,949.6656994409999,949.6656994409999,949.6656994409999,949.6656994409999,,,,,,1,0,0.332986558000016,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_179.jpg,,building,,,,,,,,,,,,,950.0161345749999,950.5659497519999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.179.jpeg,,,,,,,,,,,,,,950.5659497519999,952.0015557549999,952.0015557549999,952.0015557549999,952.0015557549999,952.0015557549999,,,,,,1,0,0.7888020259998711,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_107.jpg,,fruit,,,,,,,,,,,,,952.8191933689999,953.353203856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.107.jpeg,,,,,,,,,,,,,,953.353203856,954.804748999,954.804748999,954.804748999,954.804748999,954.804748999,,,,,,3,0,0.7454616610001494,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_281.jpg,,vehicle,,,,,,,,,,,,,955.5723079989999,956.088238256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.281.jpeg,,,,,,,,,,,,,,956.088238256,957.5577278259999,957.5577278259999,957.5577278259999,957.5577278259999,957.5577278259999,,,,,,3,0,0.29692953000005673,,,,,,,,,,,,,,,,,,,,,,,,,,,P3,001,2025-02-20_11h00.49.833,RetGoals_V1,2022.2.4,59.92120553217125,
