EALoadLoop.thisRepN,EALoadLoop.thisTrialN,EALoadLoop.thisN,EALoadLoop.thisIndex,EncLoadLoop.thisRepN,EncLoadLoop.thisTrialN,EncLoadLoop.thisN,EncLoadLoop.thisIndex,IALoadLoop.thisRepN,IALoadLoop.thisTrialN,IALoadLoop.thisN,IALoadLoop.thisIndex,RetLoadLoop.thisRepN,RetLoadLoop.thisTrialN,RetLoadLoop.thisN,RetLoadLoop.thisIndex,EAPractice2Trials.thisRepN,EAPractice2Trials.thisTrialN,EAPractice2Trials.thisN,EAPractice2Trials.thisIndex,IAPractice2Trials.thisRepN,IAPractice2Trials.thisTrialN,IAPractice2Trials.thisN,IAPractice2Trials.thisIndex,EncPractice2Trials.thisRepN,EncPractice2Trials.thisTrialN,EncPractice2Trials.thisN,EncPractice2Trials.thisIndex,RetPractice2Trials.thisRepN,RetPractice2Trials.thisTrialN,RetPractice2Trials.thisN,RetPractice2Trials.thisIndex,Blocks40.thisRepN,Blocks40.thisTrialN,Blocks40.thisN,Blocks40.thisIndex,EATrialsBlocks40.thisRepN,EATrialsBlocks40.thisTrialN,EATrialsBlocks40.thisN,EATrialsBlocks40.thisIndex,EncTrialsBlocks40.thisRepN,EncTrialsBlocks40.thisTrialN,EncTrialsBlocks40.thisN,EncTrialsBlocks40.thisIndex,IATrialsBlocks40.thisRepN,IATrialsBlocks40.thisTrialN,IATrialsBlocks40.thisN,IATrialsBlocks40.thisIndex,RetTrialsBlocks40.thisRepN,RetTrialsBlocks40.thisTrialN,RetTrialsBlocks40.thisN,RetTrialsBlocks40.thisIndex,Blocks10.thisRepN,Blocks10.thisTrialN,Blocks10.thisN,Blocks10.thisIndex,EATrialsBlocks10.thisRepN,EATrialsBlocks10.thisTrialN,EATrialsBlocks10.thisN,EATrialsBlocks10.thisIndex,EncTrialsBlocks10.thisRepN,EncTrialsBlocks10.thisTrialN,EncTrialsBlocks10.thisN,EncTrialsBlocks10.thisIndex,IATrialsBlocks10.thisRepN,IATrialsBlocks10.thisTrialN,IATrialsBlocks10.thisN,IATrialsBlocks10.thisIndex,RetTrialsBlocks10.thisRepN,RetTrialsBlocks10.thisTrialN,RetTrialsBlocks10.thisN,RetTrialsBlocks10.thisIndex,welcomeText.started,welcomeKey.started,welcomeKey.keys,welcomeKey.rt,welcomeText2.started,welcomeKey2.started,welcomeKey2.keys,welcomeKey2.rt,EAPracticeText1.started,EAPracticeText2.started,EAPracticeRespText.started,EAPracticeKey.started,EAPracticeKey.keys,EAPracticeKey.rt,EAPractice2Text.started,EAPractice2Key.started,EAPractice2Key.keys,EAPractice2Key.rt,corr_key,stim_name,magnitude,stim_spec,num_big,EAPractice1Text1.started,EAPractice1Stim.started,EAPractice1Resp.started,EAPractice1Text2.started,EAPractice1Resp.keys,EAPractice1Resp.corr,EAPractice1Resp.rt,EAPostPractice1Text.started,EAPostPractice1Resp.started,EAPostPractice1Resp.keys,EAPostPractice1Resp.rt,FixCross.started,FixCross.stopped,EATrialText1.started,EATrialStim.started,EATrialText2.started,EATrialResp.started,EATrialResp.keys,EATrialResp.corr,EATrialResp.rt,EAPracticeEndText.started,EAPracticeEndKey.started,EAPracticeEndKey.keys,EAPracticeEndKey.rt,IAPracticeInstructions1Text1.started,IAPracticeInstructions1Text2.started,IAPracticeInstructions1RespText.started,IAPracticeInstructions1Resp.started,IAPracticeInstructions1Resp.keys,IAPracticeInstructions1Resp.rt,IAPracticeInstructions2Text.started,IAPracticeInstructions2Resp.started,IAPracticeInstructions2Resp.keys,IAPracticeInstructions2Resp.rt,has_neg,IAPractice1Stim.started,IAPractice1Resp.started,IAPractice1Text1.started,IAPractice1Resp.keys,IAPractice1Resp.corr,IAPractice1Resp.rt,IAPractice1Feedback.started,IAPostPractice1Resp.started,IAPostPractice1Resp.keys,IAPostPractice1Resp.rt,IATrialStim.started,IATrialRespText.started,IATrialResp.started,IATrialResp.keys,IATrialResp.corr,IATrialResp.rt,IATrialRespText.stopped,IATrialResp.stopped,IAPracticeEndText.started,IAPracticeEndResp.started,IAPracticeEndResp.keys,IAPracticeEndResp.rt,EncPracticeInstructionsText1.started,EncPracticeInstructionsText2.started,EncPracticeInstructionsRespText.started,EncPracticeInstructionsResp.started,EncPracticeInstructionsResp.keys,EncPracticeInstructionsResp.rt,EncPracticeInstructions2Text.started,EncPracticeInstructions2Resp.started,EncPracticeInstructions2Resp.keys,EncPracticeInstructions2Resp.rt,EncPractice1Stim.started,EncPractice1Resp.started,EncPractice1RespText.started,EncPractice1Resp.keys,EncPractice1Resp.corr,EncPractice1Resp.rt,EncPractice1Feedback.started,EncPractice1FeedbackResp.started,EncPractice1FeedbackResp.keys,EncPractice1FeedbackResp.rt,EncImage.started,EncTrialRespText.started,EncTrialResp.started,EncTrialRespText.stopped,EncTrialResp.stopped,EncTrialResp.keys,EncTrialResp.corr,EncTrialResp.rt,EncPracticeEndText.started,EncPracticeEndResp.started,EncPracticeEndResp.keys,EncPracticeEndResp.rt,RetPracticeInstructionsText1.started,RetPracticeInstructionsText2.started,RetPracticeInstructionsResp.started,RetPracticeInstructions1Berry.started,RetPracticeInstructions1Question.started,RetPracticeInstructions1Truck.started,RetPracticeInstructions1House.started,RetPracticeInstructionsNumGuide1.started,RetPracticeInstructionsNumGuide2.started,RetPracticeInstructionsNumGuide3.started,RetPracticeInstructionsNumGuide4.started,RetPracticeInstructionsResp.keys,RetPracticeInstructionsResp.rt,RetPracticeInstructions2Text.started,RetPracticeInstructions2Resp.started,RetPracticeInstructions2Resp.keys,RetPracticeInstructions2Resp.rt,enc_stimname,RetPractice1Stim.started,RetPractice1Resp.started,RetPractice1Berry.started,RetPractice1Question.started,RetPractice1Truck.started,RetPractice1House.started,RetPractice1Resp.keys,RetPractice1Resp.corr,RetPractice1Resp.rt,RetPostPractice1Text.started,RetPostPractice1Resp.started,RetPostPractice1Resp.keys,RetPostPractice1Resp.rt,RetTrialStim.started,RetTrialResp.started,RetTrialQuestion.started,RetTrialBerry.started,RetTrialTruck.started,RetTrialHouse.started,RetTrialResp.stopped,RetTrialQuestion.stopped,RetTrialBerry.stopped,RetTrialTruck.stopped,RetTrialHouse.stopped,RetTrialResp.keys,RetTrialResp.corr,RetTrialResp.rt,RetPracticeEndText.started,RetPracticeEndResp.started,RetPracticeEndResp.keys,RetPracticeEndResp.rt,EATaskInstructionsText1.started,EATaskInstructionsText2.started,EATaskInstructionsText1.stopped,EATaskInstructionsText2.stopped,EncTaskInstructionsText1.started,EncTaskInstructionsText2.started,EncTaskInstructionsText1.stopped,EncTaskInstructionsText2.stopped,IATaskInstructionsText1.started,IATaskInstructionsText2.started,RetTaskInstructionsText1.started,RetTaskInstructionsText2.started,RetTaskInstructionsText1.stopped,RetTaskInstructionsText2.stopped,Block1EndText.started,EATrialText2.stopped,EATrialResp.stopped,Block1EndText.stopped,Block2BreakText.started,Block2BreakKey.started,Block2BreakKey.keys,Block2BreakKey.rt,Block2EndText.started,Block2EndText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.110.jpeg,2,addsub,,,,,,,,,,,,,1466.76960859,1467.320158141,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1467.320158141,1468.755414724,1468.755414724,4,1,0.22605900099983955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.031.jpeg,8,addadd,,,,,,,,,,,,,1469.0053074670002,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1469.539938613,1470.9911095250002,1470.9911095250002,4,1,0.6791579670000374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,InternTask.096.jpeg,20,addsub,,,,,,,,,,,,,1471.6910302560002,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1472.2255921550002,1473.6773618159998,1473.6773618159998,2,1,0.21732890899988888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,InternTask.005.jpeg,4,addadd,,,,,,,,,,,,,1473.9274735679999,1474.478307275,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1474.478307275,1475.9132428669998,1475.9132428669998,2,1,0.237247688999787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.262.jpeg,2,subsub,,,,,,,,,,,,,1476.1793904049998,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1476.7310014010002,1478.165772485,1478.165772485,2,0,0.46520600300004844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.197.jpeg,1,subadd,,,,,,,,,,,,,1478.648418909,1479.2001105870002,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1479.2001105870002,1480.635143019,1480.635143019,4,1,0.0993465539997942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,InternTask.012.jpeg,4,addadd,,,,,,,,,,,,,1480.7518294059998,1481.2847250040002,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1481.2847250040002,1482.7375462100001,1482.7375462100001,2,1,0.09256435099973714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,InternTask.126.jpeg,0,addsub,,,,,,,,,,,,,1482.853081939,1483.3870548910002,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1483.3870548910002,1484.8392341649999,1484.8392341649999,3,1,0.3837370390003798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.038.jpeg,6,addadd,,,,,,,,,,,,,1485.239181994,1485.7908333829998,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1485.7908333829998,1487.2256484920001,1487.2256484920001,4,1,0.4930066730000817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.108.jpeg,1,addsub,,,,,,,,,,,,,1487.7424423599998,1488.292462829,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1488.292462829,1489.72852081,1489.72852081,4,1,0.4134427900000901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.191.jpeg,15,subadd,,,,,,,,,,,,,1490.1620889869998,1490.695107627,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1490.695107627,1492.1477606820001,1492.1477606820001,4,1,0.22615360900022097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.122.jpeg,1,addsub,,,,,,,,,,,,,1492.3973528180002,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1492.948539962,1494.3836565489999,1494.3836565489999,4,1,0.4635686949998217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,InternTask.245.jpeg,4,subsub,,,,,,,,,,,,,1494.866121332,1495.40055013,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1495.40055013,1496.853108569,1496.853108569,2,1,0.5289239149999503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.268.jpeg,2,subsub,,,,,,,,,,,,,1497.4035325829998,1497.954282087,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1497.954282087,1499.3891268650002,1499.3891268650002,2,0,0.47348269200006143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,InternTask.208.jpeg,0,subadd,,,,,,,,,,,,,1499.8895047110002,1500.439360991,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1500.439360991,1501.875407029,1501.875407029,3,1,0.266625508000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.037.jpeg,1,addadd,,,,,,,,,,,,,1502.1753731719998,1502.7094817529999,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1502.7094817529999,1504.1611278470002,1504.1611278470002,4,1,0.269287769000357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,InternTask.003.jpeg,5,addadd,,,,,,,,,,,,,1504.461253917,1505.012005845,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1505.012005845,1506.44692453,1506.44692453,2,1,0.2955548769998586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.195.jpeg,1,subadd,,,,,,,,,,,,,1506.762636623,1507.2968382400002,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1507.2968382400002,1508.749409106,1508.749409106,4,1,0.38505596199979664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.190.jpeg,12,subadd,,,,,,,,,,,,,1509.1663965660002,1509.6994680599998,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1509.6994680599998,1511.1521474889998,1511.1521474889998,4,1,0.309695987999703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,InternTask.224.jpeg,0,subadd,,,,,,,,,,,,,1511.4853232980001,1512.019896355,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1512.019896355,1513.4713148990002,1513.4713148990002,4,0,0.39008201499996176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,InternTask.085.jpeg,9,addsub,,,,,,,,,,,,,1513.887256933,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1514.4546980520001,1515.873065163,1515.873065163,2,1,0.23718901400002323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_267.jpg,,vehicle,,,,,,,,,,,,,1531.1406452170002,1531.7082719510001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.267.jpeg,,,,,,,,,,,,,,1531.7082719510001,1533.1262737079999,1533.1262737079999,1533.1262737079999,1533.1262737079999,1533.1262737079999,,,,,,3,0,0.7608540959997754,,,,,,,,,,,,,,,1516.140803783,1516.140803783,1531.1406452170002,1531.1406452170002,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_195.jpg,,building,,,,,,,,,,,,,1533.909811368,1534.4598925849998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.195.jpeg,,,,,,,,,,,,,,1534.4598925849998,1535.895948908,1535.895948908,1535.895948908,1535.895948908,1535.895948908,,,,,,4,1,0.26972180300003856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_19.jpg,,fruit,,,,,,,,,,,,,1536.1963153580002,1536.7123386810001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.019.jpeg,,,,,,,,,,,,,,1536.7123386810001,1538.181879215,1538.181879215,1538.181879215,1538.181879215,1538.181879215,,,,,,2,1,0.8726862080000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_85.jpg,,building,,,,,,,,,,,,,1539.0818159419998,1539.6335372289998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.085.jpeg,,,,,,,,,,,,,,1539.6335372289998,1541.0683317250002,1541.0683317250002,1541.0683317250002,1541.0683317250002,1541.0683317250002,,,,,,4,1,0.25066167099998893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_64.jpg,,vehicle,,,,,,,,,,,,,1541.334129823,1541.869485478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.064.jpeg,,,,,,,,,,,,,,1541.869485478,1543.3209897909999,1543.3209897909999,1543.3209897909999,1543.3209897909999,1543.3209897909999,1544.8226546120002,1544.8226546120002,1544.8226546120002,1544.8226546120002,1544.8226546120002,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_3.jpg,,fruit,,,,,,,,,,,,,1544.8391046600002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.003.jpeg,,,,,,,,,,,,,,1545.355268313,1546.824226987,1546.824226987,1546.824226987,1546.824226987,1546.824226987,,,,,,2,1,0.3094064479998906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4,001,2025-02-20_11h00.15.520,RetGoals_V1,2022.2.4,59.92247840950372,
