EALoadLoop.thisRepN,EALoadLoop.thisTrialN,EALoadLoop.thisN,EALoadLoop.thisIndex,EncLoadLoop.thisRepN,EncLoadLoop.thisTrialN,EncLoadLoop.thisN,EncLoadLoop.thisIndex,IALoadLoop.thisRepN,IALoadLoop.thisTrialN,IALoadLoop.thisN,IALoadLoop.thisIndex,RetLoadLoop.thisRepN,RetLoadLoop.thisTrialN,RetLoadLoop.thisN,RetLoadLoop.thisIndex,EAPractice2Trials.thisRepN,EAPractice2Trials.thisTrialN,EAPractice2Trials.thisN,EAPractice2Trials.thisIndex,IAPractice2Trials.thisRepN,IAPractice2Trials.thisTrialN,IAPractice2Trials.thisN,IAPractice2Trials.thisIndex,EncPractice2Trials.thisRepN,EncPractice2Trials.thisTrialN,EncPractice2Trials.thisN,EncPractice2Trials.thisIndex,RetPractice2Trials.thisRepN,RetPractice2Trials.thisTrialN,RetPractice2Trials.thisN,RetPractice2Trials.thisIndex,Blocks40.thisRepN,Blocks40.thisTrialN,Blocks40.thisN,Blocks40.thisIndex,EATrialsBlocks40.thisRepN,EATrialsBlocks40.thisTrialN,EATrialsBlocks40.thisN,EATrialsBlocks40.thisIndex,EncTrialsBlocks40.thisRepN,EncTrialsBlocks40.thisTrialN,EncTrialsBlocks40.thisN,EncTrialsBlocks40.thisIndex,IATrialsBlocks40.thisRepN,IATrialsBlocks40.thisTrialN,IATrialsBlocks40.thisN,IATrialsBlocks40.thisIndex,RetTrialsBlocks40.thisRepN,RetTrialsBlocks40.thisTrialN,RetTrialsBlocks40.thisN,RetTrialsBlocks40.thisIndex,Blocks10.thisRepN,Blocks10.thisTrialN,Blocks10.thisN,Blocks10.thisIndex,EATrialsBlocks10.thisRepN,EATrialsBlocks10.thisTrialN,EATrialsBlocks10.thisN,EATrialsBlocks10.thisIndex,EncTrialsBlocks10.thisRepN,EncTrialsBlocks10.thisTrialN,EncTrialsBlocks10.thisN,EncTrialsBlocks10.thisIndex,IATrialsBlocks10.thisRepN,IATrialsBlocks10.thisTrialN,IATrialsBlocks10.thisN,IATrialsBlocks10.thisIndex,RetTrialsBlocks10.thisRepN,RetTrialsBlocks10.thisTrialN,RetTrialsBlocks10.thisN,RetTrialsBlocks10.thisIndex,welcomeText.started,welcomeKey.started,welcomeKey.keys,welcomeKey.rt,welcomeText2.started,welcomeKey2.started,welcomeKey2.keys,welcomeKey2.rt,EAPracticeText1.started,EAPracticeText2.started,EAPracticeRespText.started,EAPracticeKey.started,EAPracticeKey.keys,EAPracticeKey.rt,EAPractice2Text.started,EAPractice2Key.started,EAPractice2Key.keys,EAPractice2Key.rt,corr_key,stim_name,magnitude,stim_spec,num_big,EAPractice1Text1.started,EAPractice1Stim.started,EAPractice1Resp.started,EAPractice1Text2.started,EAPractice1Resp.keys,EAPractice1Resp.corr,EAPractice1Resp.rt,EAPostPractice1Text.started,EAPostPractice1Resp.started,EAPostPractice1Resp.keys,EAPostPractice1Resp.rt,FixCross.started,EATrialText1.started,EATrialStim.started,EATrialText2.started,EATrialResp.started,EATrialResp.keys,EATrialResp.corr,EATrialResp.rt,FixCross.stopped,EAPracticeEndText.started,EAPracticeEndKey.started,EAPracticeEndKey.keys,EAPracticeEndKey.rt,IAPracticeInstructions1Text1.started,IAPracticeInstructions1Text2.started,IAPracticeInstructions1RespText.started,IAPracticeInstructions1Resp.started,IAPracticeInstructions1Resp.keys,IAPracticeInstructions1Resp.rt,IAPracticeInstructions2Text.started,IAPracticeInstructions2Resp.started,IAPracticeInstructions2Resp.keys,IAPracticeInstructions2Resp.rt,has_neg,IAPractice1Stim.started,IAPractice1Resp.started,IAPractice1Text1.started,IAPractice1Resp.keys,IAPractice1Resp.corr,IAPractice1Resp.rt,IAPractice1Feedback.started,IAPostPractice1Resp.started,IAPostPractice1Resp.keys,IAPostPractice1Resp.rt,IATrialStim.started,IATrialRespText.started,IATrialResp.started,IATrialRespText.stopped,IATrialResp.stopped,IATrialResp.keys,IATrialResp.corr,IATrialResp.rt,IAPracticeEndText.started,IAPracticeEndResp.started,IAPracticeEndResp.keys,IAPracticeEndResp.rt,EncPracticeInstructionsText1.started,EncPracticeInstructionsText2.started,EncPracticeInstructionsRespText.started,EncPracticeInstructionsResp.started,EncPracticeInstructionsResp.keys,EncPracticeInstructionsResp.rt,EncPracticeInstructions2Text.started,EncPracticeInstructions2Resp.started,EncPracticeInstructions2Resp.keys,EncPracticeInstructions2Resp.rt,EncPractice1Stim.started,EncPractice1Resp.started,EncPractice1RespText.started,EncPractice1Resp.keys,EncPractice1Resp.corr,EncPractice1Resp.rt,EncPractice1Feedback.started,EncPractice1FeedbackResp.started,EncPractice1FeedbackResp.keys,EncPractice1FeedbackResp.rt,EncImage.started,EncTrialRespText.started,EncTrialResp.started,EncTrialRespText.stopped,EncTrialResp.stopped,EncTrialResp.keys,EncTrialResp.corr,EncTrialResp.rt,EncPracticeEndText.started,EncPracticeEndResp.started,EncPracticeEndResp.keys,EncPracticeEndResp.rt,RetPracticeInstructionsText1.started,RetPracticeInstructionsText2.started,RetPracticeInstructionsResp.started,RetPracticeInstructions1Berry.started,RetPracticeInstructions1Question.started,RetPracticeInstructions1Truck.started,RetPracticeInstructions1House.started,RetPracticeInstructionsNumGuide1.started,RetPracticeInstructionsNumGuide2.started,RetPracticeInstructionsNumGuide3.started,RetPracticeInstructionsNumGuide4.started,RetPracticeInstructionsResp.keys,RetPracticeInstructionsResp.rt,RetPracticeInstructions2Text.started,RetPracticeInstructions2Resp.started,RetPracticeInstructions2Resp.keys,RetPracticeInstructions2Resp.rt,enc_stimname,RetPractice1Stim.started,RetPractice1Resp.started,RetPractice1Berry.started,RetPractice1Question.started,RetPractice1Truck.started,RetPractice1House.started,RetPractice1Resp.keys,RetPractice1Resp.corr,RetPractice1Resp.rt,RetPostPractice1Text.started,RetPostPractice1Resp.started,RetPostPractice1Resp.keys,RetPostPractice1Resp.rt,RetTrialStim.started,RetTrialResp.started,RetTrialQuestion.started,RetTrialBerry.started,RetTrialTruck.started,RetTrialHouse.started,RetTrialResp.stopped,RetTrialQuestion.stopped,RetTrialBerry.stopped,RetTrialTruck.stopped,RetTrialHouse.stopped,RetTrialResp.keys,RetTrialResp.corr,RetTrialResp.rt,RetPracticeEndText.started,RetPracticeEndResp.started,RetPracticeEndResp.keys,RetPracticeEndResp.rt,EATaskInstructionsText1.started,EATaskInstructionsText2.started,EATaskInstructionsText1.stopped,EATaskInstructionsText2.stopped,EATrialText2.stopped,EATrialResp.stopped,EncTaskInstructionsText1.started,EncTaskInstructionsText2.started,EncTaskInstructionsText1.stopped,EncTaskInstructionsText2.stopped,IATaskInstructionsText1.started,IATaskInstructionsText2.started,RetTaskInstructionsText1.started,RetTaskInstructionsText2.started,RetTaskInstructionsText1.stopped,RetTaskInstructionsText2.stopped,Block1EndText.started,Block1EndText.stopped,Block2BreakText.started,Block2BreakKey.started,Block2BreakKey.keys,Block2BreakKey.rt,Block2EndText.started,Block2EndText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ExAttn_Stim.171.jpeg,0,squares,7,,,,,,,,,,,,1707.728377126,1708.2626119430006,1708.2626119430006,1709.7141022550004,1709.7141022550004,3,1,0.8088297919994147,1708.2626119430006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,ExAttn_Stim.158.jpeg,2,squares,8,,,,,,,,,,,,1710.5469148729999,1711.1161563309997,1711.1161563309997,1712.532924522,1712.532924522,3,0,0.6773779610002748,1711.1161563309997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,ExAttn_Stim.206.jpeg,1,stars,7,,,,,,,,,,,,1713.2343503860002,1713.7673961380005,1713.7673961380005,1715.2197458110004,1715.2197458110004,3,0,0.9521685730005629,1713.7673961380005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,ExAttn_Stim.215.jpeg,2,stars,7,,,,,,,,,,,,1716.1863748810001,1716.721035054,1716.721035054,1718.1733102420003,1718.1733102420003,4,1,0.44563274899974203,1716.721035054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ExAttn_Stim.020.jpeg,2,circles,8,,,,,,,,,,,,1718.6403536630005,1719.1742351869998,1719.1742351869998,1720.6261644280003,1720.6261644280003,3,0,0.905247813000642,1719.1742351869998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ExAttn_Stim.174.jpeg,0,squares,7,,,,,,,,,,,,1721.5603326540004,1722.1099884100004,1722.1099884100004,1723.5459866560004,1723.5459866560004,3,1,0.80248942200069,1722.1099884100004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ExAttn_Stim.252.jpeg,2,diamonds,7,,,,,,,,,,,,1724.380173515,1724.9135086360002,1724.9135086360002,1726.365616186,1726.365616186,4,0,0.8930175560008138,1724.9135086360002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ExAttn_Stim.050.jpeg,0,circles,6,,,,,,,,,,,,1727.2829246970005,1727.8675159000004,1727.8675159000004,1729.2688938649999,1729.2688938649999,None,0,,1727.8675159000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730.7706970489999,1730.7706970489999,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ExAttn_Stim.063.jpeg,1,triangles,6,,,,,,,,,,,,1730.787146445,1731.3214224909998,1731.3214224909998,1732.7730012210004,1732.7730012210004,3,0,0.8385280440006682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,ExAttn_Stim.205.jpeg,1,stars,7,,,,,,,,,,,,1733.6389884030004,1734.17359245,1734.17359245,1735.6259100060006,1735.6259100060006,4,1,0.35308406700096384,1734.17359245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,ExAttn_Stim.095.jpeg,2,triangles,7,,,,,,,,,,,,1736.0095595869998,1736.5428006029997,1736.5428006029997,1737.9956111769998,1737.9956111769998,4,1,0.23975423900083115,1736.5428006029997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ExAttn_Stim.298.jpeg,0,diamonds,8,,,,,,,,,,,,1738.2614063319998,1738.795453971,1738.795453971,1740.247563117,1740.247563117,4,0,0.5165394719997494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,ExAttn_Stim.094.jpeg,2,triangles,7,,,,,,,,,,,,1740.780191508,1741.314508071,1741.314508071,1742.766906447,1742.766906447,4,1,0.30105799000011757,1741.314508071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ExAttn_Stim.242.jpeg,1,diamonds,6,,,,,,,,,,,,1743.0833312180002,1743.6169089229998,1743.6169089229998,1745.0685716099997,1745.0685716099997,2,1,0.8539171150005131,1743.6169089229998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,ExAttn_Stim.100.jpeg,2,triangles,8,,,,,,,,,,,,1745.9536847489999,1746.5049230200002,1746.5049230200002,1747.939673813,1747.939673813,4,1,0.3038252670003203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ExAttn_Stim.072.jpeg,2,triangles,7,,,,,,,,,,,,1748.2718377130004,1748.8064113520004,1748.8064113520004,1750.2575951640001,1750.2575951640001,2,1,0.7864078640004664,1748.8064113520004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ExAttn_Stim.108.jpeg,0,triangles,6,,,,,,,,,,,,1751.0584378100002,1751.5931880150001,1751.5931880150001,1753.045381801,1753.045381801,3,1,0.6217444610001621,1751.5931880150001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,ExAttn_Stim.026.jpeg,1,circles,7,,,,,,,,,,,,1753.69574353,1754.2287663830002,1754.2287663830002,1755.6816295110002,1755.6816295110002,None,0,,1754.2287663830002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1757.1830609119997,1757.1830609119997,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ExAttn_Stim.198.jpeg,2,stars,8,,,,,,,,,,,,1757.199601278,1757.7330022840006,1757.7330022840006,1759.1853387339997,1759.1853387339997,4,0,0.7532542170001761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Encod_Stim.266.jpeg,,building,,,,,,,,,,,,,1774.96922679,,,,,,,,1775.5037757730006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775.5037757730006,1776.9548996620006,1776.9548996620006,1778.4565004699998,1778.4565004699998,2,0,0.040047473999948124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1759.96821577,1759.96821577,1774.96922679,1774.96922679,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Encod_Stim.227.jpeg,,fruit,,,,,,,,,,,,,1778.473316005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1779.006204456,1780.4588448940003,1780.4588448940003,1781.960366622,1781.960366622,3,1,0.9998604760003218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Encod_Stim.290.jpeg,,vehicle,,,,,,,,,,,,,1781.9769285560005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.510766593,1783.9624762590001,1783.9624762590001,1785.4644195390001,1785.4644195390001,3,1,0.6647925329998543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Encod_Stim.224.jpeg,,fruit,,,,,,,,,,,,,1785.4808308729998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1786.0150758600003,1787.4654852080002,1787.4654852080002,1788.9671675300006,1788.9671675300006,3,1,0.3451491409996379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Encod_Stim.294.jpeg,,vehicle,,,,,,,,,,,,,1788.9846068450006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1789.5358200370001,1790.9538892729997,1790.9538892729997,1792.454635213,1792.454635213,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Encod_Stim.010.jpeg,,fruit,,,,,,,,,,,,,1792.4720001670003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1793.0227185000003,1794.4576126910006,1794.4576126910006,1795.9592852430005,1795.9592852430005,2,1,0.48897971600035817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Encod_Stim.179.jpeg,,building,,,,,,,,,,,,,1795.975771257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1796.526429269,1797.960813144,1797.960813144,1799.4616004250001,1799.4616004250001,4,1,1.1462455220007541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Encod_Stim.211.jpeg,,fruit,,,,,,,,,,,,,1799.4798562810001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800.012829149,1801.4640066769998,1801.4640066769998,1802.9662439230005,1802.9662439230005,3,1,0.8680547260009916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P7,001,2025-02-21_11h39.40.368,RetGoals_V1,2022.2.4,59.99463060075034,
